tên_bệnh,hội_chứng,triệu_chứng,bài_thuốc,vị_thuốc
Kinh giản (Chuột rút),Can thận hư,"Chuột rút chân, Đau mỏi lưng gối, Chóng mặt",Tứ vật thang hợp Thược dược cam thảo thang,"Đương quy, Thục địa, Bạch thược, Xuyên khung, Cam thảo"
Kinh giản,Huyết hư,"Chuột rút thường xuyên, Mặt nhợt, Hồi hộp",Đương quy bổ huyết thang,"Hoàng kỳ, Đương quy"
Hàn lị,Thấp hàn,"Tiêu chảy phân trắng nhầy, Mót rặn, Đau bụng thích ấm",Vị linh tán,"Thương truật, Hậu phác, Trần bì, Cam thảo, Phục linh, Trạch tả, Bạch truật, Trư linh, Quế chi"
Nhiệt lị,Thấp nhiệt,"Tiêu chảy phân vàng có nhầy, Mót rặn, Nóng rát hậu môn",Thược dược thang gia giảm,"Bạch thược, Đương quy, Hoàng liên, Hoàng cầm, Đại hoàng, Mộc hương"
Đại hạch khí,Can khí uất kết,"Sưng tinh hoàn, Đau lan lên bụng dưới, Hay cáu",Tiểu hồi hương tán,"Tiểu hồi hương, Mộc hương, Xuyên luyện tử, Ngô thù du"
Âm hà (Thoát vị),Can khí uất kết,"Tinh hoàn sa xuống, Đau tức, Ngực sườn đầy",Đạo khí thang,"Xuyên luyện tử, Tiểu hồi hương, Mộc hương, Ngô thù du"
Bệnh bì (Phù thũng),Thận dương hư,"Phù nề, Tiểu ít, Lưng đau, Sợ lạnh",Chân vũ thang,"Phụ tử, Bạch linh, Bạch thược, Sinh khương, Bạch truật"
Bệnh bì,Tỳ dương hư,"Phù nề, Mệt mỏi, Ăn kém, Phân nát",Thực tỳ ẩm,"Phụ tử, Can khương, Phục linh, Bạch truật, Mộc qua"
Sa mạc (Kiết lị),Thấp nhiệt,"Đau bụng, Mót rặn, Tiêu chảy phân lẫn máu",Thược dược thang,"Bạch thược, Đương quy, Hoàng liên, Hoàng bá, Hoàng cầm"
Sa mạc,Hàn thấp,"Đau bụng, Tiêu chảy phân nhầy trắng, Sợ lạnh",Cam thảo khương linh thang,"Cam thảo, Can khương, Phục linh, Bạch truật"
Tắc kinh (Vô kinh),Huyết hư,"Kinh nguyệt không đến, Mặt nhợt, Chóng mặt",Bát trân thang,"Nhân sâm, Bạch truật, Phục linh, Cam thảo, Đương quy, Thục địa, Xuyên khung, Bạch thược"
Tắc kinh,Khí trệ huyết ứ,"Kinh nguyệt không đến, Bụng đau tức, Cáu gắt",Huyết phủ trục ứ thang,"Đào nhân, Hồng hoa, Đương quy, Sinh địa, Xuyên khung, Xích thược"
Tắc kinh,Hàn ngưng,"Kinh nguyệt không đến, Đau bụng lạnh, Sợ lạnh",Ôn kinh thang,"Ngô thù du, Đương quy, Bạch thược, Xuyên khung, Nhân sâm, Can khương"
Băng huyết (Rong kinh),Huyết nhiệt,"Máu kinh ra nhiều, Đỏ tươi, Bứt rứt",Thanh kinh tán,"Đan bì, Địa cốt bì, Bạch thược, Thục địa, Thanh hao"
Băng huyết,Tỳ khí hư,"Máu kinh ra nhiều, Nhạt, Mệt mỏi",Cử nguyên tiễn,"Nhân sâm, Hoàng kỳ, Bạch truật, Thăng ma, Chích cam thảo"
Kinh súc (Đau bụng kinh),Hàn thấp,"Đau bụng dưới dữ dội, Lạnh tay chân",Thiếu phúc trục ứ thang,"Tiểu hồi hương, Can khương, Diên hồ sách, Một dược, Đương quy"
Kinh súc,Khí trệ,"Đau bụng kinh, Trướng tức, Cáu gắt",Sài hồ sơ can tán,"Sài hồ, Trần bì, Chỉ xác, Bạch thược, Hương phụ"
Kinh súc,Huyết ứ,"Đau bụng kinh, Máu kinh có cục lớn",Thất tiếu tán,"Ngũ linh chi, Bồ hoàng"
Dưỡng thai (An thai),Khí hư,"Thai động không yên, Mệt mỏi, Tự ra mồ hôi",Cố thai ẩm,"Nhân sâm, Bạch truật, Đương quy, Thục địa, Phục linh, Cam thảo"
Dưỡng thai,Huyết nhiệt,"Thai động, Bứt rứt, Miệng khát",Thanh thai tán,"Sinh địa, Thược dược, Đan bì, Hoàng cầm"
Thành đàm (Suy nhược thần kinh),Tâm tỳ hư,"Mệt mỏi, Mất ngủ, Hay quên, Chán ăn",Quy tỳ thang,"Nhân sâm, Bạch truật, Phục thần, Hoàng kỳ, Toan táo nhân"
Thành đàm,Can thận hư,"Chóng mặt, Ù tai, Lưng mỏi, Di tinh",Tả quy hoàn,"Thục địa, Hoài sơn, Sơn thù, Câu kỷ tử"
Thành đàm,Đàm nhiệt,"Phiền táo, Mất ngủ, Khạc đờm vàng",Ôn đởm thang,"Bán hạ, Trúc nhự, Chỉ thực, Quất bì, Phục linh, Cam thảo"
Hư lao (Suy nhược mạn tính),Khí huyết lưỡng hư,"Mệt mỏi, Nhạt mặt, Hồi hộp, Mất ngủ",Hoàng kỳ quế chi ngũ vật thang,"Hoàng kỳ, Quế chi, Bạch thược, Sinh khương, Đại táo"
Hư lao,Âm hư hỏa vượng,"Sốt nhẹ, Mồ hôi trộm, Khô miệng",Thiên vương bổ tâm đan,"Sinh địa, Huyền sâm, Thiên môn, Mạch môn, Đan sâm"
Hư lao,Tỳ vị hư,"Ăn kém, Bụng đầy, Phân nát",Sâm linh bạch truật tán,"Nhân sâm, Bạch truật, Phục linh, Sơn dược, Cam thảo"
Thông phong (Gút),Phong thấp,"Sưng đau khớp, Đỏ nóng, Dữ dội",Bạch hổ gia quế chi thang,"Thạch cao, Tri mẫu, Quế chi, Cam thảo"
Thông phong,Nhiệt thấp,"Khớp đau nóng, Sốt, Miệng khát",Tứ diệu hoàn hợp Bạch hổ thang,"Hoàng bá, Thương truật, Ngưu tất, Ý dĩ nhân, Thạch cao, Tri mẫu"
Thông phong,Thấp trọng,"Khớp nề nặng, Phù nề",Ý dĩ nhân thang,"Ý dĩ nhân, Thương truật, Khương hoạt, Độc hoạt"
Dưỡng lão,Thận tinh hư,"Lưng mỏi gối yếu, Ù tai, Giảm trí nhớ",Lục vị địa hoàng hoàn gia vị,"Thục địa, Hoài sơn, Sơn thù, Phục linh, Trạch tả, Đan bì, Câu kỷ"
Dưỡng lão,Khí huyết hư,"Mệt mỏi, Nhạt mặt, Hồi hộp",Bát trân thang,"Nhân sâm, Bạch truật, Phục linh, Cam thảo, Đương quy, Thục địa, Xuyên khung, Bạch thược"
Thiểu niên bạch đầu (Bạc tóc sớm),Thận hư tinh khuy,"Tóc bạc sớm, Lưng mỏi, Ù tai",Thất bảo mỹ nhiêm hoàn,"Hà thủ ô, Phục linh, Ngưu tất, Đương quy, Thỏ ty tử, Bổ cốt chỉ, Câu kỷ"
Thiểu niên bạch đầu,Huyết nhiệt,"Tóc bạc sớm, Bứt rứt, Mặt đỏ",Thanh nhiệt huyết thang,"Sinh địa, Đan bì, Huyền sâm, Mạch môn, Hoàng cầm"
Thiểu niên bạch đầu,Can uất,"Tóc bạc sớm, Cáu gắt, Ngực sườn đầy",Tiêu dao tán,"Sài hồ, Đương quy, Bạch thược, Bạch truật, Phục linh"
Hắc ban (Nám da),Khí trệ huyết ứ,"Nám da, Sạm mặt, Kinh nguyệt không đều",Đào hồng tứ vật thang,"Đào nhân, Hồng hoa, Đương quy, Thục địa, Bạch thược, Xuyên khung"
Hắc ban,Tỳ thận hư,"Nám da, Mệt mỏi, Lưng mỏi",Lục vị địa hoàng hoàn hợp Bát trân thang,"Thục địa, Hoài sơn, Sơn thù, Phục linh, Trạch tả, Đan bì, Đương quy, Bạch truật"
Mụn nhọt (Trứng cá),Phế nhiệt,"Mụn đỏ đầu có mủ, Sưng đau, Sốt",Thanh phế tán,"Tang bạch bì, Địa cốt bì, Hoàng cầm, Chi tử, Liên kiều"
Mụn nhọt,Vị nhiệt,"Mụn nhiều ở mặt, Miệng hôi, Táo bón",Thanh vị tán,"Sinh địa, Đương quy, Mẫu đơn bì, Hoàng liên, Thăng ma"
Mụn nhọt,Huyết nhiệt,"Mụn đỏ bừng, Nóng rát",Tê giác địa hoàng thang,"Sừng tê giác, Sinh địa, Mẫu đơn bì, Bạch thược"
Mất ngủ (Thất miên),Can uất hỏa vượng,"Mất ngủ, Đau đầu, Cáu gắt, Mặt đỏ",Long đởm tả can thang,"Long đởm thảo, Hoàng cầm, Chi tử, Trạch tả, Mộc thông"
Mất ngủ,Đàm nhiệt,"Mất ngủ, Chóng mặt, Ngực tức",Ôn đởm thang gia giảm,"Bán hạ, Trúc nhự, Chỉ thực, Quất bì, Phục linh"
Mất ngủ,Tâm thận bất giao,"Mất ngủ, Hồi hộp, Lưng mỏi",Hoàng liên a giao thang,"Hoàng liên, Hoàng cầm, Bạch thược, A giao"
Mất ngủ,Tâm tỳ lưỡng hư,"Mất ngủ, Hay quên, Mệt mỏi",Quy tỳ thang,"Nhân sâm, Bạch truật, Phục thần, Hoàng kỳ, Long nhãn"
Chán ăn (Trẻ em),Tỳ vị hư nhược,"Biếng ăn, Mệt mỏi, Phân nát",Sâm linh bạch truật tán,"Nhân sâm, Bạch truật, Phục linh, Sơn dược, Cam thảo"
Chán ăn (Trẻ em),Thấp trở,"Biếng ăn, Bụng trướng, Ngực đầy",Bình vị tán,"Thương truật, Hậu phác, Trần bì, Cam thảo"
Tiêu chảy mạn tính,Tỳ vị hư hàn,"Tiêu chảy kéo dài, Phân lỏng, Sợ lạnh",Lý trung hoàn,"Nhân sâm, Can khương, Bạch truật, Cam thảo"
Tiêu chảy mạn tính,Thận dương hư,"Tiêu chảy buổi sáng, Sợ lạnh, Lưng mỏi",Tứ thần hoàn,"Bổ cốt chỉ, Nhục đậu khấu, Ngô thù du, Ngũ vị tử"
Tiêu chảy mạn tính,Thấp nhiệt,"Tiêu chảy phân vàng nát, Mùi khắm, Rát hậu môn",Cát căn cầm liên thang,"Cát căn, Hoàng cầm, Hoàng liên"
Đau đầu do căng thẳng,Can khí uất kết,"Đau đầu căng tức, Cáu gắt, Ngực sườn đầy",Sài hồ sơ can tán,"Sài hồ, Trần bì, Chỉ xác, Bạch thược, Hương phụ"
Đau đầu do căng thẳng,Âm hư dương kháng,"Đau đầu âm ỉ, Chóng mặt, Ù tai",Thiên ma câu đằng ẩm,"Thiên ma, Câu đằng, Thạch quyết minh, Chi tử"
Đau đầu do căng thẳng,Huyết ứ,"Đau đầu cố định, Như dùi đâm",Thông khiếu hoạt huyết thang,"Xích thược, Xuyên khung, Đào nhân, Hồng hoa"
Ho mạn tính,Phế âm hư,"Ho khan, ít đờm, Khô họng",Bách hợp cố kim thang,"Bách hợp, Mạch môn, Sinh địa, Thục địa"
Ho mạn tính,Phế khí hư,"Ho yếu, Hụt hơi, Tự ra mồ hôi",Bổ phế thang,"Nhân sâm, Hoàng kỳ, Thục địa, Ngũ vị tử"
Ho mạn tính,Đàm thấp uẩn phế,"Ho nhiều đờm trắng, Ngực tức",Nhị trần thang hợp Tam tử thang,"Bán hạ, Trần bì, Phục linh, Cam thảo, Bạch giới tử, Tô tử"
Hội chứng ruột kích thích,Can khí uất kết,"Đau bụng, Tiêu chảy táo bón xen kẽ, Cáu gắt",Sài hồ sơ can tán,"Sài hồ, Trần bì, Chỉ xác, Bạch thược, Hương phụ"
Hội chứng ruột kích thích,Tỳ vị hư nhược,"Đau bụng âm ỉ, Phân nát, Mệt mỏi",Sâm linh bạch truật tán,"Nhân sâm, Bạch truật, Phục linh, Sơn dược"
Hội chứng ruột kích thích,Thấp nhiệt,"Đau bụng, Tiêu chảy phân vàng, Rát hậu môn",Cát căn cầm liên thang,"Cát căn, Hoàng cầm, Hoàng liên"
Táo bón mạn tính,Khí hư bí,"Táo bón, Mệt mỏi, Tự ra mồ hôi",Hoàng kỳ thang,"Hoàng kỳ, Ma nhân, Trần bì"
Táo bón mạn tính,Huyết hư bí,"Táo bón, Mặt nhợt, Chóng mặt",Nhuận tràng hoàn,"Đương quy, Sinh địa, Ma nhân"
Táo bón mạn tính,Dương hư bí,"Táo bón, Sợ lạnh, Tay chân lạnh",Tế xuyên tiễn,"Nhục thung dung, Đương quy, Ngưu tất"
Tiểu đường (Đái tháo đường),Phế nhiệt tân thương,"Khát nhiều, Uống nhiều, Tiểu nhiều",Tiêu khát phương,"Thiên hoa phấn, Sinh địa, Ngẫu trấp"
Tiểu đường,Vị nhiệt xí thịnh,"Ăn nhiều chóng đói, Gầy sút",Ngọc nữ tiễn,"Thạch cao, Tri mẫu, Mạch môn, Sinh địa"
Tiểu đường,Thận âm hư,"Tiểu nhiều lần, Nước tiểu đục, Lưng mỏi",Lục vị địa hoàng hoàn,"Thục địa, Hoài sơn, Sơn thù, Phục linh, Trạch tả"
Huyết áp cao,Can dương thượng kháng,"Đau đầu, Chóng mặt, Mặt đỏ, Ù tai",Thiên ma câu đằng ẩm,"Thiên ma, Câu đằng, Thạch quyết minh, Chi tử"
Huyết áp cao,Âm dương lưỡng hư,"Huyết áp cao, Chóng mặt, Mệt mỏi, Đổ mồ hôi",Kim quỹ thận khí hoàn,"Thục địa, Sơn dược, Sơn thù, Phục linh, Quế chi"
Huyết áp cao,Đàm thấp,"Huyết áp cao, Nặng đầu, Ngực tức",Bán hạ bạch truật thiên ma thang,"Bán hạ, Bạch truật, Thiên ma, Trần bì"
Mỡ máu cao,Đàm thấp,"Chóng mặt, Nặng đầu, Ngực tức",Nhị trần thang hợp Quát lâu giới bạch thang,"Bán hạ, Trần bì, Phục linh, Quát lâu, Giới bạch"
Mỡ máu cao,Can dương thượng kháng,"Đau đầu, Mặt đỏ, Cáu gắt",Thiên ma câu đằng ẩm,"Thiên ma, Câu đằng, Thạch quyết minh"
Mỡ máu cao,Tỳ vị hư nhược,"Mệt mỏi, Ăn kém, Phân nát",Sâm linh bạch truật tán,"Nhân sâm, Bạch truật, Phục linh, Sơn dược"
Thoái hóa khớp,Can thận hư,"Đau mỏi khớp, Lưng gối yếu, Teo cơ",Độc hoạt ký sinh thang,"Độc hoạt, Tang ký sinh, Tần giao, Đương quy"
Thoái hóa khớp,Hàn thấp,"Đau khớp, Sợ lạnh, Cứng khớp",Cam khương linh truật thang,"Can khương, Cam thảo, Bạch linh, Bạch truật"
Thoái hóa khớp,Ứ huyết,"Đau khớp cố định, Đau về đêm",Thân thống trục ứ thang,"Tần giao, Xuyên khung, Đào nhân, Hồng hoa"
Viêm xoang mạn tính,Phế nhiệt,"Đau đầu, Đau mặt, Chảy nước mũi vàng",Tân di tán,"Tân di, Kinh giới, Phòng phong, Bạch chỉ"
Viêm xoang mạn tính,Phong hàn,"Đau đầu, Sợ lạnh, Chảy nước mũi trong",Xuyên khung trà điều tán,"Xuyên khung, Kinh giới, Bạc hà, Phòng phong"
Viêm xoang mạn tính,Thấp nhiệt,"Đau đầu, Ngực tức, Chảy nước mũi đặc",Hoàng cầm thang,"Hoàng cầm, Chi tử, Mộc thông, Cam thảo"
Hen suyễn (Khái thấu),Phong hàn,"Ho, Khò khè, Sợ lạnh, Đờm trắng",Tam ảo thang,"Ma hoàng, Hạnh nhân, Cam thảo"
Hen suyễn,Phong nhiệt,"Ho, Khò khè, Đờm vàng, Sốt",Định suyễn thang,"Ma hoàng, Bạch quả, Tô tử, Hoàng cầm"
Hen suyễn,Phế khí hư,"Ho, Hụt hơi, Tự ra mồ hôi",Bổ phế thang,"Nhân sâm, Hoàng kỳ, Thục địa"
Viêm phế quản mạn tính,Phế âm hư,"Ho khan, Khô họng, Sốt nhẹ",Bách hợp cố kim thang,"Bách hợp, Mạch môn, Sinh địa"
Viêm phế quản mạn tính,Đàm thấp,"Ho nhiều đờm trắng, Ngực tức",Nhị trần thang,"Bán hạ, Trần bì, Phục linh"
Viêm phế quản mạn tính,Phế khí hư,"Ho yếu, Hụt hơi, Mệt mỏi",Lục quân tử thang,"Nhân sâm, Bạch truật, Phục linh, Cam thảo"
Viêm dạ dày mạn tính,Can khí uất kết,"Đau dạ dày, Trướng tức, Cáu gắt",Sài hồ sơ can tán,"Sài hồ, Trần bì, Chỉ xác, Bạch thược"
Viêm dạ dày mạn tính,Tỳ vị hư hàn,"Đau âm ỉ, Thích ấm, Mệt mỏi",Hoàng kỳ kiến trung thang,"Hoàng kỳ, Quế chi, Bạch thược"
Viêm dạ dày mạn tính,Vị âm hư,"Đau bỏng rát, Khô miệng, Lưỡi đỏ",Nhất quán tiễn,"Sa sâm, Mạch môn, Đương quy"
Viêm gan mạn tính,Can uất khí trệ,"Đau sườn, Ngực đầy, Cáu gắt",Sài hồ sơ can tán,"Sài hồ, Trần bì, Chỉ xác, Bạch thược"
Viêm gan mạn tính,Thấp nhiệt,"Đau sườn, Vàng da, Miệng đắng",Nhân trần cao thang,"Nhân trần, Chi tử, Đại hoàng"
Viêm gan mạn tính,Âm hư,"Đau sườn âm ỉ, Khô miệng, Sốt nhẹ",Lục vị địa hoàng hoàn,"Thục địa, Hoài sơn, Sơn thù, Phục linh"
Viêm thận mạn tính,Thận dương hư,"Phù nề, Tiểu ít, Sợ lạnh",Chân vũ thang,"Phụ tử, Bạch linh, Bạch thược"
Viêm thận mạn tính,Thận âm hư,"Phù nề, Chóng mặt, Lưng mỏi",Lục vị địa hoàng hoàn,"Thục địa, Hoài sơn, Sơn thù, Phục linh"
Viêm thận mạn tính,Thấp nhiệt,"Phù nề, Tiểu buốt, Nước tiểu đỏ",Tỳ giải phân thanh ẩm,"Tỳ giải, Ô dược, Ích trí nhân"
Trào ngược dạ dày thực quản,Can uất hỏa,"Ợ nóng, Ợ chua, Đau rát sau xương ức, Miệng đắng",Tả tâm thang gia vị,"Hoàng liên, Hoàng cầm, Bán hạ, Can khương, Nhân sâm, Đại táo"
Trào ngược dạ dày thực quản,Thấp nhiệt,"Đau tức thượng vị, Ợ hơi, Miệng hôi, Rêu lưỡi vàng",Hoàng liên ôn đởm thang,"Hoàng liên, Bán hạ, Trúc nhự, Chỉ thực, Phục linh, Cam thảo"
Trào ngược dạ dày thực quản,Tỳ vị hư hàn,"Ợ hơi chua, Ăn vào khó tiêu, Mệt mỏi, Phân nát",Lý trung hoàn gia vị,"Nhân sâm, Can khương, Bạch truật, Cam thảo, Hoàng kỳ"
Viêm loét dạ dày tá tràng,Can khí phạm vị,"Đau thượng vị dữ dội, Ợ chua, Hay cáu gắt, Đau lan mạn sườn",Sài hồ sơ can tán hợp Tả tâm thang,"Sài hồ, Trần bì, Chỉ xác, Bạch thược, Hương phụ, Hoàng liên, Hoàng cầm"
Viêm loét dạ dày tá tràng,Tỳ vị hư hàn,"Đau thượng vị âm ỉ, Thích ấm, Mệt mỏi, Phân nát",Hoàng kỳ kiến trung thang,"Hoàng kỳ, Quế chi, Bạch thược, Chích cam thảo, Sinh khương, Đại táo"
Viêm loét dạ dày tá tràng,Vị âm hư,"Đau bỏng rát thượng vị, Khát nước, Lưỡi đỏ ít rêu, Tiểu ít",Nhất quán tiễn gia vị,"Sa sâm, Mạch môn, Đương quy, Sinh địa, Câu kỷ tử, Thạch hộc"
Viêm đại tràng,Thấp nhiệt uẩn kết,"Đau quặn bụng, Tiêu chảy phân vàng nát có nhầy, Mót rặn, Rát hậu môn",Thược dược thang gia vị,"Bạch thược, Đương quy, Hoàng liên, Hoàng bá, Hoàng cầm, Đại hoàng, Mộc hương"
Viêm đại tràng,Can khí uất kết,"Đau tức vùng đại tràng, Thay đổi thói quen đại tiện, Cáu gắt",Sài hồ sơ can tán hợp Bảo hòa hoàn,"Sài hồ, Trần bì, Chỉ xác, Bạch thược, Hương phụ, Sơn tra, Thần khúc"
Viêm đại tràng,Tỳ vị hư hàn,"Đau bụng âm ỉ, Tiêu chảy phân nát, Mệt mỏi, Sợ lạnh",Lý trung hoàn hợp Tứ thần hoàn,"Nhân sâm, Can khương, Bạch truật, Cam thảo, Bổ cốt chỉ, Nhục đậu khấu"
Viêm túi mật,Can đảm thấp nhiệt,"Đau quặn hạ sườn phải, Sốt, Vàng da, Buồn nôn, Nước tiểu đỏ",Đại sài hồ thang,"Sài hồ, Hoàng cầm, Thược dược, Bán hạ, Chỉ thực, Đại hoàng, Sinh khương, Đại táo"
Viêm túi mật,Can khí uất kết,"Đau tức hạ sườn phải, Ợ hơi, Hay cáu gắt, Đau lan vai phải",Sài hồ sơ can tán hợp Kim linh tử tán,"Sài hồ, Trần bì, Chỉ xác, Bạch thược, Hương phụ, Xuyên luyện tử, Diên hồ sách"
Viêm túi mật,Nhiệt độc uất kết,"Sốt cao, Đau dữ dội hạ sườn phải, Vàng da, Rêu lưỡi vàng sậm",Thanh đảm nhiệt thang,"Long đởm thảo, Hoàng cầm, Chi tử, Trạch tả, Đại hoàng, Hổ trượng"
Sỏi thận,Thấp nhiệt uẩn kết,"Đau quặn vùng thận lan xuống bụng dưới, Tiểu đỏ rắt, Buồn nôn",Thạch vĩ tán hợp Kim tiền thảo,"Thạch vĩ, Cù mạch, Hoạt thạch, Xa tiền tử, Mộc thông, Kim tiền thảo, Hải kim sa"
Sỏi thận,Khí trệ huyết ứ,"Đau lưng cố định, Tiểu ra máu, Đau tăng về đêm",Huyết phủ trục ứ thang gia vị,"Đào nhân, Hồng hoa, Đương quy, Sinh địa, Xuyên khung, Xích thược, Ngưu tất"
Sỏi thận,Thận âm hư,"Đau lưng mỏi gối, Tiểu nhiều lần, Nước tiểu có sỏi",Lục vị địa hoàng hoàn gia vị,"Thục địa, Hoài sơn, Sơn thù, Phục linh, Trạch tả, Đan bì, Kim tiền thảo"
Viêm tuyến tiền liệt,Thấp nhiệt hạ chú,"Đau tức vùng tiền liệt, Tiểu buốt rắt, Nước tiểu đục, Đau bẹn",Tỳ giải phân thanh ẩm hợp Bát chính tán,"Tỳ giải, Ô dược, Ích trí nhân, Thạch xương bồ, Mộc thông, Cù mạch, Xa tiền tử"
Viêm tuyến tiền liệt,Can uất khí trệ,"Đau tức vùng tiền liệt, Tiểu không thông, Cáu gắt",Sài hồ sơ can tán,"Sài hồ, Trần bì, Chỉ xác, Bạch thược, Hương phụ, Xuyên khung"
Viêm tuyến tiền liệt,Thận âm hư,"Đau âm ỉ vùng tiền liệt, Tiểu đêm nhiều lần, Lưng mỏi",Lục vị địa hoàng hoàn,"Thục địa, Hoài sơn, Sơn thù, Phục linh, Trạch tả, Đan bì"
Suy tim,Can dương thượng kháng,"Đau tức ngực, Hồi hộp, Khó thở, Chóng mặt, Mặt đỏ",Thiên ma câu đằng ẩm hợp Bổ tâm thang,"Thiên ma, Câu đằng, Thạch quyết minh, Hoàng cầm, Ngưu tất, Nhân sâm, Phục linh"
Suy tim,Tâm khí hư,"Đau tức ngực, Khó thở khi gắng sức, Hồi hộp, Tự ra mồ hôi",Dưỡng tâm thang,"Hoàng kỳ, Phục linh, Phục thần, Đương quy, Xuyên khung, Bán hạ, Bá tử nhân"
Suy tim,Tâm dương hư,"Đau tức ngực nặng, Khó thở nhiều, Sợ lạnh, Chân tay lạnh",Quế chi cam thảo long cốt mẫu lệ thang gia vị,"Quế chi, Cam thảo, Long cốt, Mẫu lệ, Phụ tử"
Loạn nhịp tim,Tâm hỏa thịnh,"Đánh trống ngực, Đau thắt ngực, Miệng đắng, Tiểu đỏ",Hoàng liên giải độc thang,"Hoàng liên, Hoàng cầm, Hoàng bá, Chi tử"
Loạn nhịp tim,Tâm huyết bất túc,"Đánh trống ngực, Mệt mỏi, Mất ngủ, Nhạt mặt",Quy tỳ thang,"Nhân sâm, Bạch truật, Phục thần, Hoàng kỳ, Long nhãn, Toan táo nhân"
Loạn nhịp tim,Đàm thấp nội nhiễu,"Đánh trống ngực, Ngực tức, Khạc đờm trắng, Chóng mặt",Ôn đởm thang,"Bán hạ, Trúc nhự, Chỉ thực, Quất bì, Phục linh, Cam thảo"
Đau thắt ngực,Huyết ứ mạch lạc,"Đau thắt ngực dữ dội, Đau lan ra sau lưng, Môi tím",Huyết phủ trục ứ thang,"Đào nhân, Hồng hoa, Đương quy, Sinh địa, Xuyên khung, Xích thược, Ngưu tất"
Đau thắt ngực,Khí trệ hung,"Đau tức ngực, Thở dài, Hay cáu gắt, Ngực sườn đầy",Sài hồ sơ can tán,"Sài hồ, Trần bì, Chỉ xác, Bạch thược, Hương phụ, Xuyên khung"
Đau thắt ngực,Hàn ngưng mạch lạc,"Đau thắt ngực khi gặp lạnh, Sợ lạnh, Tay chân lạnh",Quất chỉ khương thang,"Quất bì, Chỉ thực, Sinh khương"
Nhồi máu cơ tim,Tâm dương bạo thoát,"Đau thắt ngực dữ dội đột ngột, Mặt xám ngoét, Tay chân lạnh toát",Sâm phụ long cốt mẫu lệ thang,"Nhân sâm, Phụ tử, Long cốt, Mẫu lệ"
Nhồi máu cơ tim,Huyết ứ nội kết,"Đau thắt ngực kéo dài, Môi tím, Lưỡi tím thâm",Huyết phủ trục ứ thang gia vị,"Đào nhân, Hồng hoa, Đương quy, Sinh địa, Xuyên khung, Xích thược, Đan sâm"
Nhồi máu cơ tim,Đàm trọc bế tắc,"Đau thắt ngực, Khó thở, Ngực tức nề, Béo phì",Quát lâu giới bạch bán hạ thang,"Quát lâu, Giới bạch, Bán hạ, Rượu trắng"
Tai biến mạch máu não (Di chứng),Can dương huyết ứ,"Đau đầu, Nói ngọng, Tê bì nửa người, Đi lại khó khăn",Thiên ma câu đằng ẩm hợp Bổ dương hoàn ngũ thang,"Thiên ma, Câu đằng, Thạch quyết minh, Hoàng kỳ, Đương quy vĩ, Xích thược, Địa long"
Tai biến mạch máu não (Di chứng),Khí hư huyết ứ,"Tê bì nửa người, Sức yếu, Nhạt mặt, Mệt mỏi",Bổ dương hoàn ngũ thang,"Hoàng kỳ, Đương quy vĩ, Xích thược, Địa long, Xuyên khung, Đào nhân, Hồng hoa"
Tai biến mạch máu não (Di chứng),Đàm thấp trở lạc,"Nói ngọng, Chảy nước dãi, Thân nặng nề, Nghẹt mũi",Bán hạ bạch truật thiên ma thang,"Bán hạ, Bạch truật, Thiên ma, Trần bì, Phục linh, Cam thảo"
Parkinson,Can dương hóa phong,"Run tay chân, Cứng cơ, Chóng mặt, Đau đầu",Trấn can tức phong thang,"Ngưu tất, Đại giả thạch, Long cốt, Mẫu lệ, Quy bản, Bạch thược, Huyền sâm"
Parkinson,Phong đàm nội nhiễu,"Run tay chân, Nói ngọng, Khạc đờm trắng, Ngực tức",Bán hạ bạch truật thiên ma thang gia vị,"Bán hạ, Bạch truật, Thiên ma, Trần bì, Phục linh, Cam thảo, Câu đằng"
Parkinson,Thận âm hư,"Run tay chân nhẹ, Lưng mỏi gối yếu, Ù tai, Hay quên",Tả quy hoàn,"Thục địa, Hoài sơn, Sơn thù, Câu kỷ tử, Ngưu tất, Quy bản"
Alzheimer,Thận tinh bất túc,"Hay quên, Giảm trí nhớ, Thờ ơ, Lưng mỏi gối yếu",Tả quy hoàn hợp Bổ tâm thang,"Thục địa, Hoài sơn, Sơn thù, Câu kỷ tử, Ngưu tất, Nhân sâm, Phục linh"
Alzheimer,Tâm tỳ lưỡng hư,"Đãng trí, Hay quên, Mệt mỏi, Ăn kém",Quy tỳ thang gia vị,"Nhân sâm, Bạch truật, Phục thần, Hoàng kỳ, Long nhãn, Toan táo nhân, Viễn chí"
Alzheimer,Đàm thấp bế khiếu,"Nói năng lộn xộn, Thờ ơ, Ngực tức, Khạc đờm trắng",Thuận khí đạo đàm thang,"Bán hạ, Trần bì, Phục linh, Cam thảo, Đởm nam tinh, Chỉ thực"
Đa xơ cứng (MS),Can thận hư,"Tê bì tay chân, Yếu cơ, Chóng mặt, Đau lưng",Độc hoạt ký sinh thang,"Độc hoạt, Tang ký sinh, Tần giao, Phòng phong, Tế tân, Đương quy, Bạch thược"
Đa xơ cứng,Phong thấp trở lạc,"Tê bì di động, Đau nhức khớp, Mệt mỏi, Co cứng",Phòng phong thang gia vị,"Phòng phong, Khương hoạt, Độc hoạt, Tần giao, Đương quy, Xích thược, Ma hoàng"
