tên_bệnh,hội_chứng,triệu_chứng,bài_thuốc,vị_thuốc
Mụn nhọt,Giai đoạn đầu,"Mụn mới phát, sưng đau, nóng đỏ, đại tiện táo, tiểu tiện vàng, có thể kèm sốt","Thanh nhiệt giải độc, hoạt huyết tiêu viêm","Thổ phục linh, Ké, Bồ công anh, Kinh giới, Ngân hoa, Liên kiều, Xích thược, Cát cánh, Cúc hoa"
Mụn nhọt,Giai đoạn hóa mủ,"Mụn từ màu đỏ, rắn sưng nóng đỏ đau, dần dần đầu mụn mềm",Thác độc bài nùng,"Ngân hoa, Liên kiều, Trần bì, Bối mẫu, Đẳng sâm, Tạo giác thích, Bồ công anh, Cam thảo, Ké, Qui xuyên, Xuyên sơn giáp"
Mụn nhọt,Giai đoạn vỡ mủ,"Mụn đã rất mềm, có thể chọc nặn mủ hoặc đã vỡ mủ, vết thương chậm lành",Bổ trung ích khí,"Đẳng sâm, Hoàng kỳ, Chích thảo, Thăng ma, Qui đầu, Sài hồ, Bạch truật, Trần Bì"
Mụn nhọt,Huyết nhiệt,"Mụn nhọt tái phát nhiều lần, đại tiện táo, tiểu tiện vàng, lưỡi đỏ",Tứ vật thanh nhiệt thang,"Sinh địa, Xuyên khung, Xích thược, Qui đầu, Đan bì, Huyền sâm, Thổ phục linh, Ngân hoa, Liên kiều"
Nôn mửa,Vị nhiệt,"Hơi trong miệng nồng nặc, đau vùng vị, khát nước ưa uống lạnh, táo bón",Thanh nhiệt chỉ ẩu,"Bạch linh, Bạch truật, Bạch thược, Qui đầu, Đan bì, Hoàng liên, Nhân sâm, Đại hoàng, Cam thảo, Mang tiêu"
Nôn mửa,Can khí phạm vị,"Nôn mửa nước chua, đau sườn, đắng miệng, ợ hơi",Bình can bổ thổ,"Bạch linh, Bạch thược, Qui đầu, Bạch truật, Sài hồ, Trần bì, Trích thảo, Chi tử, Nhân sâm, Truật nam, Hoàng liên, Ngô thù"
Nôn mửa,Vị hư hàn,"Nôn mửa ra chất trong loãng, vị quản đau ưa ấm, sau khi ăn một lúc mới nôn, nôn ra thức ăn và đờm, ít mùi",Ôn trung tán hàn chỉ thổ,"Sa sâm, Bạch truật, Bạch linh, Cam thảo, Trần bì, Bán hạ, Sinh khương, Phụ tử, Đinh hương"
Nôn mửa,Âm hư,"Nôn mửa thất thường, miệng khô đắng nhưng không muốn ăn, lưỡi đỏ, rêu bong tróc khô, mạch Tế Sác",Tư âm nhuận táo,"Thục địa, Bạch linh, Sơn thù, Ngũ vị, Nhục quế"
Nôn mửa,Thương thực,"Nôn ra chất chua và chất đục của thức ăn, bụng đau tức, ợ chua, không thích ấn vào, biếng ăn, ợ hơi, nôn ra thì dễ chịu, đại tiện lỏng hoặc bón",Tiêu thực chỉ ẩu (Bảo hòa hoàn gia giảm),"Bạch linh, Thần khúc, Liên kiều, Chỉ thực, La bạc tử, Sơn tra, Bán hạ, Hậu phác"
Nôn mửa,Đàm ẩm,"Nôn ra đàm rãi, chóng mặt, hồi hộp, mạch hoạt",Hóa đàm chỉ ẩu,"Trần bì, Bán hạ, Bạch linh, Cam thảo, Chỉ thực, Trúc nhự, Sinh khương"
Nôn mửa (Ẩu thổ),Vị nhiệt,"Hơi trong miệng nồng nặc; đau vùng vị; khát nước, ưa uống lạnh; táo bón",Điều vị thừa khí thang gia giảm,"Bạch linh, Bạch truật, Bạch thược, Qui đầu, Đan bì, Hoàng liên, Nhân sâm, Đại hoàng, Cam thảo, Mang tiêu. (Nôn nhiều đờm gia Trần bì; Ăn vào thổ ngay gia Nhân sâm)"
Nôn mửa (Ẩu thổ),Can khí phạm vị,Nôn mửa nước chua; đau sườn; đắng miệng; ợ hơi,Tiêu dao tán gia vị hợp Tả kim hoàn,"Bạch linh, Bạch thược, Qui đầu, Bạch truật, Sài hồ, Trần bì, Trích thảo, Chi tử, Nhân sâm, Truật nam, Hoàng liên, Ngô thù"
Nôn mửa (Ẩu thổ),Vị hư hàn,"Nôn mửa ra chất trong loãng; vị quản đau ưa ấm, thiện án; sau khi ăn một lúc mới nôn; nôn ra thức ăn và nôn ra đờm, ít mùi",Ôn trung tán hàn phương,"Sa sâm, Bạch truật, Bạch linh, Cam thảo, Trần bì, Bán hạ, Sinh khương, Phụ tử, Đinh hương"
Nôn mửa (Ẩu thổ),Âm hư,"Nôn mửa thất thường; miệng khô đắng nhưng không muốn ăn; lưỡi đỏ, rêu bong tróc, khô; mạch Tế Sác",Tư âm nhuận táo phương,"Thục địa, Bạch linh, Sơn thù, Ngũ vị, Nhục quế"
Nôn mửa (Ẩu thổ),Thương thực,"Nôn ra chất chua và chất đục của thức ăn; bụng đau tức, nôn, ợ chua, không thích ấn vào; biếng ăn, ợ hơi, nôn ra thì dễ chịu; đại tiện lỏng hoặc bón; rêu lưỡi dày nhạt; mạch Hoạt Thực",Bảo hòa hoàn gia giảm,"Bạch linh, Thần khúc, Liên kiều, Chỉ thực, La bạc tử, Sơn tra, Bán hạ, Hậu phác"
Nôn mửa (Ẩu thổ),Đàm ẩm,Nôn ra đàm rãi; chóng mặt; hồi hộp; mạch Hoạt,Ôn đởm thang gia giảm,"Trần bì, Bán hạ, Bạch linh, Cam thảo, Chỉ thực, Trúc nhự, Sinh khương"
Ngứa âm hộ,Can Thận Âm Hư,"Âm hộ khô sít, ngứa không chịu nổi; da vùng âm bộ biến trắng, sưng to hoặc teo lại, vỡ lở loét; ngũ tâm phiền nhiệt; đầu váng, hoa mắt; trời nóng ra mồ hôi; lưng đau, gối mỏi; lưỡi đỏ, rêu ít; mạch Huyền Tế Sác",Tri Bá Địa Hoàng Hoàn gia giảm,"Thục địa, Hoài sơn, Sơn thù, Đan bì, Bạch linh, Trạch tả, Tri mẫu, Hoàng bá, Bạch tiên bì, Hà thủ ô (chế)"
Ngứa âm hộ,Can kinh thấp nhiệt,"Vùng âm bộ ngứa đau; đới hạ ra nhiều, vàng như mủ, dính hôi; đầu váng, hoa mắt; miệng đắng, họng khô; tâm phiền không yên; táo bón; nước tiểu đỏ; lưỡi đỏ, rêu vàng bệu; mạch Huyền Hoạt Sác",Long Đởm Tả Can Thang,"Hoàng cầm, Chi tử, Qui xuyên (Đương quy), Sài hồ, Mộc thông, Cam thảo, Sinh địa, Long đởm thảo, Sa tiền, Trạch tả"
Ngứa âm hộ,Thận hư,"Âm đạo ngứa, đêm ngứa nhiều, bệnh lâu khỏi, da khô hoặc thô, tinh thần mệt mỏi, sắc mặt rầu rĩ, váng đầu, ù tai, đau lưng, mỏi gối, lưỡi nhạt, rêu mỏng, mạch yếu",Bổ thận chỉ dưỡng phương,"Đẳng sâm, Đương qui, Sinh địa, Thục địa, Bạch thược, Hoài sơn, Phục linh, Cam thảo, Ô mai, Xuyên khung, Phòng phong"
Ngứa âm hộ,Thấp nhiệt (kinh nghiệm),"Âm đạo ngứa đau, ban đêm càng đau, khí hư màu vàng, tính nóng nảy, hay cáu giận, tiểu đỏ, đại tiện táo, miệng lưỡi nhiệt đau, rêu vàng",Long đởm tả can thang (kinh nghiệm),"Long đởm thảo, Xa tiền, Chi tử, Hoàng cầm, Sài hồ, Đương qui, Sinh địa, Trạch tả, Mộc thông, Cam thảo"
Ngứa âm hộ,Âm hư huyết táo (kinh nghiệm),"Âm hộ khô sít, ngứa, đới hạ ra nhiều, da vùng âm hộ biến trắng, sưng hoặc teo, lở loét, ngũ tâm phiền nhiệt, đầu váng, hoa mắt",Bổ âm chỉ dưỡng phương (kinh nghiệm),"Bạch thược, Hoàng cầm, Xà sàng tử, Hương phụ, Đan sâm, Trạch tả, Trích thảo, Bạch chỉ, Long đởm thảo, Phòng phong, Xa tiền tử, Kinh giới"
Ngứa họng,Đàm nhiệt,"Trong họng ngứa, ho từng cơn dữ dội, có khi nôn mửa, đờm dính, khí xông lên suyễn thở",Hầu dương kính khái phương,"Ma hoàng, Bán hạ, Thiên trúc tư, Sinh khương, Trích thảo, Thạch cao, Bách bộ, Táo"
Ngứa họng,Uất nhiệt (phong tà),"Yết hầu đau và ngứa, tái phát nhiều lần, khi ngứa thì ho, ít đờm khó khạc",Cố thị lợi yết tuyên phế thang,"Tang diệp, Ngưu bàng, Ngân hoa, Đại bối, Cát cánh, Bạc hà, Hạnh nhân, Bản lam căn, Tử uyển, Cam thảo"
Ngứa họng,Phong hàn,"Họng ngứa, ho lâu, ho khan",Giang thị gia vị kim phi thảo tán,"Kim phí thảo, Bạch thược, Kinh giới tuệ, Bán hạ, Tang bì, Sinh khương, Cam thảo, Ma hoàng, Tiền hồ, Ô dược, Cát cánh"
Nhĩ lung - tai điếc,Khí hư hạ hãm,"Mắt nhìn không rõ, sắc mặt kém tươi, tiếng nói thấp nhỏ, đoản hơi, ăn kém, mệt mỏi đại tiện lỏng, lưỡi bệu, rêu dầy, mạch nhu tế, tai điếc dần",Ích khí thông minh thang,"Nhân sâm, Hoàng kỳ, Cam thảo, Thăng ma, Cát căn, Màn kinh, Hoàng bá, Bạch thược"
Nhĩ lung - tai điếc,Huyết ứ,Tai điếc do huyết ứ lâu ngày làm tắc các đường mạch ở tai,Thông khiếu hoạt huyết thang,"Xích thược, Xuyên khung, Đào nhân, Rượu, Hồng hoa, Sinh khương, Hành, Xạ hương, Táo"
Nhĩ lung - tai điếc,Can nhiệt (Can khí uất kết hoá hoả kiêm đàm),"Ù tai (nặng nhẹ theo tình cảm), sau đó tai điếc; huyễn vựng, miệng đắng tâm phiền, nhiều đàm ngực khó chịu, đại tiện bí kết, tiểu tiện vàng đỏ, chất lưỡi đỏ, rêu vàng nhớt, mạch huyền sác hoặc huyền hoạt",Long đởm tả can thang hợp Thanh khí hoá đàm hoàn gia giảm,"Hoàng cầm, Chi tử, Qui đầu, Sài hồ, Mộc thông, Cam thảo, Sinh địa, Long đởm thảo, Sa tiền, Trạch tả, Qua lâu, Bạch linh, Nam tinh, Khương (có thể là Can khương), Chỉ thực, Hạnh nhân, Trần bì, Bán hạ"
Nhĩ lung - tai điếc,Can nhiệt,"Ù tai, sau đó tai điếc, kèm huyễn vựng, miệng đắng, tâm phiền, nhiều đàm, ngực khó chịu, đại tiện bí kết, tiểu tiện vàng đỏ, lưỡi đỏ, rêu vàng nhớt, mạch huyền sác hoặc huyền hoạt",Long đởm tả can thang hợp Thanh khí hóa đàm hoàn,"Long đởm thảo, Hoàng cầm, Chi tử, Qui đầu, Sài hồ, Mộc thông, Cam thảo, Sinh địa, Sa tiền, Trạch tả, Qua lâu, Bạch linh, Nam tinh, Khương chế, Chỉ thực, Hạnh nhân, Trần bì, Bán hạ"
Nhiễm mỡ xơ mạch,"Can thận âm hư, Can phong thịnh (xơ cứng động mạch não)","Chóng mặt, đầu váng, ù tai, họng khô, bứt rứt, ít ngủ hay mơ, lưng đau gối mỏi, lưỡi đỏ khô, mạch Huyền Tế Sác. Nặng: chóng mặt tăng, đầu đau giật hoặc đau tức, chân tay tê hoặc run giật, đi không vững, có khi ngã quỵ, liệt nửa người, khó nói",Tư âm tiềm dương bình Can tức phong - Thiên ma câu đằng ẩm hợp Kỷ cúc địa hoàng hoàn gia giảm,"Thiên ma, Câu đằng, Hà thủ ô, Kỉ tử, Bạch thược, Qui bản, Tang diệp, Tật lê, Thạch quyết minh, Trân châu"
Nhiễm mỡ xơ mạch,Đờm trở huyết ứ (xơ cứng động mạch não),"Váng đầu, chóng mặt, đầu đau, đầu nặng như bị bó chặt, ngực tức, buồn nôn, tinh thần lạnh nhạt, tai ù điếc, có lúc nói khó, nhẹ hay quên, nặng trầm cảm hoặc tức giận thất thường, lưỡi sạm, rêu trắng nhớt, mạch Huyền Hoạt",Hóa đàm khai khiếu hoạt huyết hóa ứ - Đạo đàm thang hợp Huyết phủ trục ứ thang gia giảm,"Bán hạ, Bạch truật, Thiên ma, Phục linh, Trạch tả, Viễn trí, Xương bồ, Quất hồng, Đan sâm, Xuyên khung, Uất kim, Sơn thù"
Nhiễm mỡ xơ mạch,Khí huyết đều hư (xơ cứng động mạch não),"Váng đầu, chóng mặt, hồi hộp hay quên, ít ngủ hay mơ, mệt mỏi, hơi thở ngắn, ăn kém, bụng đầy, dễ tiêu chảy, lưỡi nhợt, mạch Trầm Tế hoặc Tế Sác",Ích khí dưỡng huyết hoạt huyết thông mạch - Quy tỳ thang gia giảm,"Sinh khương, Bạch truật, Phục thần, Đương qui, Mộc hương, Viễn trí, Táo nhân, Thục địa, Long nhãn, Đẳng sâm, Hoàng kỳ, Cam thảo"
Nhiễm mỡ xơ mạch,Thận dương bất túc (xơ cứng động mạch não),"Váng đầu, ù tai, chân tay lạnh, sợ lạnh, lưng gối nhức mỏi hoặc mặt và chân tay phù, hay quên, đần độn, tiêu lỏng, tiểu nhiều, lưỡi bệu, mạch Trầm Trì Tế Phục",Ích thận ôn dương - Địa hoàng âm tử gia giảm,"Ba kích, Thỏ ty tử, Nhục thung dung, Dâm hương hoắc, Thục địa, Lộc giác, Kỉ tử, Thạch hộc, Phục linh, Sơn thù"
Nhiễm mỡ xơ mạch,Xơ cứng động mạch vành (khí trệ huyết ứ),"Tức ngực, đau vùng tim từng cơn, lưỡi tím hoặc có điểm ứ huyết, mạch trầm tế sác",Hành khí hoạt huyết thông dương hóa trọc,"Hồng hoa, Sài đất, Trần bì, Cát cánh, Phỉ bạch, Chỉ sác, Qua lâu, Xuyên khung, Qui đầu, Thục địa, Xích thược, Đan sâm, Bán hạ, Huyền hồ, Uất kim"
Nhiễm mỡ xơ mạch,Xơ cứng động mạch vành (tâm tỳ hư),"Đầu choáng, mắt hoa, thở gấp, hồi hộp, ngủ ít, sắc mặt trắng bệch, môi nhạt, lưỡi nhạt, mạch nhỏ vô lực hay kết đại",Kiện tỳ an thần - Quy tỳ thang gia giảm,"Sinh khương, Bạch truật, Phục thần, Mộc hương, Viễn trí, Táo nhân, Qui đầu, Long nhãn, Đẳng sâm, Bá tử nhân, Qua lâu, Uất kim, Hoàng kỳ, Thục địa"
Nhồi máu cơ tim,Khí hư huyết ứ,"Thỉnh thoảng đau thắt ngực, nặng tức trước ngực tăng khi hoạt động, mệt mỏi, hơi thở ngắn, ra mồ hôi, hồi hộp, lưỡi bệu có dấu răng, điểm hoặc ban ứ huyết hoặc lưỡi xám nhạt",Bổ Dương Hoàn Ngũ Thang gia giảm,"Sinh Hoàng kỳ, Qui đầu, Bạch thược, Xích thược, Đẳng sâm, Xuyên khung, Đan sâm, Uất kim"
Nhồi máu cơ tim,Khí âm lưỡng hư,"Đau thắt ngực thỉnh thoảng tái phát, mệt mỏi, thiếu hơi, bứt rứt, miệng khô, họng khô, táo bón, hơi sốt, mồ hôi trộm, lưỡi thon đỏ, mạch tế sác",Sinh Mạch Tán gia vị,"Nhân sâm, Mạch môn, Ngũ vị, Sinh Hoàng kỳ, Huyền sâm, Sinh địa, Ngọc trúc, Bạch thược, Xích thược, Đan sâm, Qua lâu, Trích thảo, Đào nhân"
Nhồi máu cơ tim,Âm hư dương thịnh,"Váng đầu, hoa mắt, mặt đỏ, bứt rứt, dễ tức giận, lòng bàn chân tay nóng, táo bón, huyết áp thường cao, lưỡi đỏ, rêu vàng khô",Thiên Ma Câu Đằng Ẩm gia giảm,"Thiên ma, Câu đằng, Thạch quyết minh, Chi tử, Cúc hoa, Sinh địa, Huyền sâm, Mạch môn, Hạ khô thảo, Bạch thược, Ngưu tất, Đại giả thạch, Trân châu mẫu, Đan sâm"
Nhồi máu cơ tim,Đàm ứ uất kết,"Đau ngực, mặt đỏ, bứt rứt, suyễn tức khó thở, nhiều đờm, bụng đầy, táo bón, lưỡi tím thâm, rêu vàng nhớt",Nhị Trần Tiêu Dao Tán gia giảm,"Trần bì, Bạch linh, Bán hạ, Trích thảo, Qui đầu, Bạch thược, Bạch truật, Xích thược, Đan sâm, Đan bì, Trạch tả, Qua lâu, Bối mẫu, Đẳng sâm, Đại hoàng, Chỉ thực, Sài hồ"
Nhồi máu cơ tim,Khí trệ huyết ứ,"Ngực sườn đầy tức, đau cố định, cảm giác nghẹt thở, bứt rứt, dễ cáu gắt, lưỡi thâm, có điểm hoặc vết ban xuất huyết",Huyết Phủ Trục Ứ Thang gia giảm,"Đan sâm, Qui đầu, Bạch thược, Hương phụ, Uất kim, Xuyên khung, Hồng hoa, Đào nhân, Qua lâu, Tam thất, Sài hồ, Chỉ thực"
Nhồi máu cơ tim,Thận dương hư (tham khảo),"Nhồi máu cơ tim ở người có biểu hiện Thận dương hư, thường kèm sợ lạnh, chân tay lạnh, đau lưng mỏi gối",Bát Vị Thận Khí Hoàn,"Thục địa, Hoài sơn, Đan bì, Bạch linh, Trạch tả, Sơn thù, Nhục quế, Phụ tử"
Nhũ tịch - U vú,Can uất đờm ngưng,"Tinh thần bứt rứt dễ cáu gắt, mất ngủ, hay mơ, bầu vú tức đau, chất lưỡi đỏ, rêu trắng mỏng, mạch Huyền",Tiêu Dao Bối Lâu Tán hoặc Lục Thần Toàn Yết Hoàn,"Tiêu Dao Bối Lâu Tán, Lục Thần Toàn Yết Hoàn"
Nhũ tịch - U vú,Xung nhâm thất điều,"Kèm kinh nguyệt không đều, vùng thắt lưng đau nhức, kinh ít, thống kinh hoặc kinh bế, chất lưỡi đỏ nhạt, rêu trắng mỏng, mạch Huyền Tế hoặc Trầm Tế",Nhị Tiên Thang,"Tiên mao, Dâm dương hoắc, Qui đầu, Ba kích, Tri mẫu, Hoàng bá, Xuyên khung, Thục địa, Bạch thược"
Nhũ tịch - U vú,Kinh nghiệm 1 (Nhũ Tịch Thang),"Nhũ tịch (u vú) do can uất đờm ngưng, khí trệ huyết ứ",Nhũ Tịch Thang,"Sài hồ, Bạch truật, Mẫu lệ, Qui bản, Qui đầu, Hoàng kỳ, Xích thược, Lưỡng đàu tiêm, Bán hạ, Xuyên khung, Bội lan, Trần bì"
Nhũ tịch - U vú,Kinh nghiệm 2 (Qua Lâu Thang Gia Vị),Nhũ tịch (u vú) do đờm ngưng khí trệ,Qua Lâu Thang Gia Vị,"Qui đầu, Qua lâu, Nhũ hương, Một dược, Cam thảo, Cát cánh, Lệ hạch chi"
Nhức đầu,Phong hàn,"Đau đầu đau xuống gáy cổ, hay lấy khăn bịt đầu, sợ lạnh ngạt mũi, chảy nước mũi, rêu lưỡi trắng mỏng, mạch phù khẩn",Phương bổ khí tán hàn,"Đẳng sâm, Bạch truật, Hoàng kỳ, Sài hồ, Thăng ma, Trần bì, Qui xuyên, Trích thảo, Sinh khương, Phụ tử, Tang diệp, Xuyên khung, Bạch chỉ, Khương hoạt, Tế tân, Phòng phong, Kinh giới"
Nhức đầu,Phong nhiệt,"Đầu đau căng, nặng thì đau như búa bổ, sốt sợ gió, mặt và mắt đỏ, khát nước, tiểu tiện vàng, đại tiện bí, rêu vàng mỏng, mạch phù sác",Phương sơ phong thanh nhiệt,"Bạch linh, Hoàng cầm, Đương qui, Thạch cao, Sài hồ, Trần bì, Trích thảo, Đan bì, Chi tử, Bạc hà, Màn kinh, Cúc hoa, Bạch chỉ, Xuyên khung, Đại hoàng"
Nhức đầu,Phong thấp,"Đầu đau như bị bó lại, đau như dùi, người nặng, hông bụng đầy, chán ăn, lưỡi nhạt, rêu trắng cáu, mạch nhu",Phương trừ phong thấp,"Kinh giới, Phòng phong, Khương hoạt, Độc hoạt, Xuyên khung, Sài hồ, Trần bì, Chỉ sác, Cát cánh, Bạch linh, Cam thảo, Mộc hương, Xương truật, Màn kinh"
Nhức đầu,Thử thấp (Bệnh phát mùa hè),"Người nóng có mồ hôi, buồn bực",Hương nhu ẩm gia giảm,"Hương nhu, Hoắc hương, Thạch hộc, Màn kinh, Lá sen (bỏ Biển đậu)"
Nhức đầu,Huyết hư,"Đau đầu, chóng mặt, đau ê ẩm, mệt đau tăng, hồi hộp mất ngủ, tinh thần mệt mỏi, yếu sức, ăn uống kém",Bát trân thang gia giảm,"Ngũ vị, Bạch linh, Bạch truật, Sinh mẫu lệ, Cam thảo, Đẳng sâm, Long nhãn, Xuyên khung, Tang kí sinh, Hà thủ ô, Bạch thược, Địa long, Màn kinh, Ngưu tất, Đương qui, Cúc hoa, Thục địa, Kỉ tử"
Nhức đầu,Can dương thượng cang (Can uất hoả vượng),"Đau từng cơn nhấm nhói, đau căng đầu (vào sáng sớm hoặc suốt buổi sáng), đầu nặng chân nhẹ, hoa mắt sợ sáng, chóng mặt, đau nhiều vùng thái dương (cáu giận bệnh tăng), ngủ không yên, phiền táo, dễ cáu giận, sườn trướng đau, ù tai, mắt đỏ miệng khô, mạch huyền/huyền tế sác, lưỡi đỏ rêu vàng mỏng, có chiều hướng bị cao huyết áp",Phương bình can tiềm dương (Thiên ma Câu đằng ẩm gia giảm hoặc Long đởm tả can thang nếu can hoả vượng mạnh),"Thiên ma, Câu đằng, Thạch quyết minh, Chi tử, Hoàng cầm, Ngưu tất, Ích mẫu, Tang kí sinh, Dạ giao đằng, Bạch linh, Cúc hoa, Kỉ tử, Hạ khô thảo, Mật gấu. (Âm hư gia: Sinh địa, Kỉ tử; Can hoả vượng mạnh dùng: Long đởm thảo, Hoàng cầm, Chi tử, Trạch tả, Mộc thông, Sài hồ, Sinh địa, Đương quy, Cam thảo...)"
Nhức đầu,Đàm thấp (Uất đờm),"Đầu luôn căng, mặt mày sây sẩy, ngực tức bụng đầy, nôn mửa ra đờm dãi, rêu lưỡi trắng nhờn (nếu vàng là thấp đờm hoá nhiệt), mạch huyền hoạt",Phương kiện tỳ tiêu đờm (Bán hạ bạch truật thiên ma thang gia giảm),"Bán hạ, Bạch truật, Trần bì, Hậu phác, Thiên ma, Sinh khương, Màn kinh, Cam thảo, Táo, Bạch linh, Tật lê, Bạch chỉ, Mộc hương, Xuyên khung, Mật gấu"
Nhức đầu,Huyết ứ,"Đau liên miên không khỏi, điểm đau cố định, có lúc đau như dùi đâm, lưỡi có đám ứ đỏ, mạch sác",Huyết phủ trục ứ thang gia giảm,"Sinh địa, Sài hồ, Qui đầu, Xuyên khung, Đào nhân, Chỉ sác, Cát cánh, Hồng hoa, Xích thược, Cam thảo, Ngưu tất, Hành, Hương phụ, Màn kinh, Bạch chỉ"
Nhức đầu,Khí hư,"Đau đầu âm ỉ liên miên, làm việc quá sức thì đau tăng, đau nhiều về buổi sáng hoặc khi mới ngủ dậy (buổi chiều nhẹ dần), cảm giác long óc, người mệt, ăn kém, thiểu khí, mạch tế vô lực",Bổ trung ích khí thang gia giảm,"Hoàng kỳ, Nhân sâm, Bạch truật, Trần bì, Qui đầu, Bạch thược, Trích thảo, Thăng ma, Sài hồ, Màn kinh, Xuyên khung, Tế tân, Bạch chỉ"
Nhức đầu,Can dương thượng cang,"Đau từng cơn nhấm nhói, đau căng đầu, đầu đau vào lúc sáng sớm hoặc suốt cả buổi sáng, lúc ngủ dậy, lúc phát lúc ngừng, đầu nặng chân nhẹ, hoa mắt, sợ sáng, nhìn không tỏ, chóng mặt, đau nhiều vùng thái dương, gặp khi cáu giận đột ngột thì bệnh tăng, ngủ không yên, phiền táo, dễ cáu giận, sườn trướng đau, mỏi từ vai, ù tai, mắt đỏ miệng khô",Bình can tiềm dương,"Thiên ma, Câu đằng, Thạch quyết minh, Chi tử, Hoàng cầm, Ngưu tất, Ích mẫu, Tang kí sinh, Dạ giao đằng, Bạch linh, Cúc hoa, Kỉ tử, Hạ khô thảo, Mật gấu"
Nhức đầu,Uất đờm,"Đầu luôn căng, mặt mày sây sẩy, ngực tức bụng đầy, nôn mửa ra đờm dãi, rêu lưỡi trắng nhờn hoặc vàng (nếu hóa nhiệt), mạch huyền hoạt",Kiện tỳ tiêu đờm,"Bán hạ, Bạch truật, Trần bì, Hậu phác, Thiên ma, Sinh khương, Màn kinh, Cam thảo, Táo, Bạch linh, Tật lê, Bạch chỉ, Mộc hương, Xuyên khung, Mật gấu"
Parkinson,Can âm suy - hư phong nội động,"Gân cơ cứng; tay chân hoặc hàm dưới run, đau, tê (nhất là khi nghỉ, vận động đỡ); đi đứng khó khăn; mắt mờ, mắt dại, hố mắt dưới quầng đen; khó nuốt; táo bón; lưỡi đỏ, rêu trắng; mạch Huyền Tế",Nhất Quán Tiễn hợp Linh Giác Câu Đằng Thang gia giảm,"Tang kí sinh, Mẫu lệ, Thục địa, Sinh địa, Bạch thược, Thạch quyết minh, Sơn thù, Cương tằm, Thiên ma, Ngưu tất, Qui đầu, Cam thảo. (Khí hư thêm Hoàng kỳ, Nhân sâm, Hoài sơn; Can uất thêm Xuyên luyện tử; Huyết ứ thêm Đào nhân, Đan sâm; Đầu đau chóng mặt thêm Câu đằng, Cúc hoa; Mắt khô mờ thêm Câu kỷ tử, Nữ trinh tử; Tê thêm Kê huyết đằng, Ty qua lạc; Dễ tức giận thêm Hoàng cầm, Chi tử; Tiểu khó thêm Kim anh tử, Phúc bồn tử, Liên tử; Thận dương hư thêm Dâm dương hoắc, Thỏ ty tử, Nhục quế; Miệng khô thêm Thiên hoa phấn, Mạch môn)"
Parkinson,Can khí uất kết – khí trệ huyết ứ,"Đầu, hàm dưới, tay chân run (nhất là lúc ngủ và ban đêm); không thể cúi ngửa; đau cố định; mất cảm giác toàn thân hoặc chân tay; dễ tức giận; lưỡi đỏ tím, có vết xuất huyết; mạch Tế Huyền Sáp",Trấn Can Tức Phong Thang hợp Thông Khiếu Hoạt Huyết Thang,"Tang kí sinh, Đan sâm, Đại giả thạch, Thạch quyết minh, Bạch thược, Xuyên luyện tử, Hương phụ, Thiên ma, Câu đằng, Ngưu tất, Qui đầu, Đào nhân, Hồng hoa, Uất kim, Xương bồ, Nhũ hương, Một dược, Cam thảo. (Can uất hoá hoả thêm Đơn bì, Chi tử, Hoàng cầm; Huyết hư thêm A giao, tăng Bạch thược; Tỳ hư thêm Bạch truật, Phục linh; Can Vị bất hoà thêm Sinh địa, Bán hạ, Tuyền phúc hoa; Đau cố định thêm Đan sâm, Kê huyết đằng; Run nhiều thêm Bạch tật lê, Toàn yết, Ngô công; Khó co duỗi thêm Địa long, Cát căn, Bạch hoa xà; Chi trên tê đau thêm Khương hoạt; Chi dưới tê đau thêm Mộc qua; Khớp đau thêm Uy linh tiên)"
Parkinson,Khí huyết đều hư - kinh mạch ứ trệ,"Da mặt xanh xạm; mệt mỏi, uể oải, không sức, sợ lạnh, ngại nói; đầu chi co giật, cứng, tê; gáy cứng; đi lại khó; phân lỏng, dễ phù; lưỡi nhạt, rêu mỏng, có vết ứ huyết; mạch Trầm Tế","Quy Tỳ Thang, Bổ Dương Hoàn Ngũ Thang, Thiên Ma Câu Đằng Ẩm gia giảm","Đan sâm, Phục linh, Hoàng kỳ, Thục địa, Bạch thược, Ngũ vị, Câu đằng, Nhân sâm, Bạch truật, Thiên ma, Xuyên khung, Địa long, Toàn yết. (Tỳ dương hư thêm Phụ tử, Can khương; Thận dương hư thêm Bổ cốt chi, Nhục đậu khấu, Ngô thù du; Huyết hư thêm Kê huyết đằng, Đương quy; Phù thêm Trư linh, Trạch tả, Quế chi; Run nhiều thêm Bạch tật lê, Thuyền thoái; Khó co duỗi thêm Cát căn, Bạch hoa xà; Chi trên tê đau thêm Khương hoạt; Chi dưới tê đau thêm Mộc qua)"
